Annotator,ACLED/GDELT,Index,Time,Country,Actor 1,Actor 2,Article Url,Event Description,Is the event relevant?,"Why is the event NOT relevant? 
(if applicable)",tribal/communal/ethnic conflict,religious conflict,socio-political violence against women,climate-related security risks,Other,train_dev_test_split
A5,GDELT,979407824,20210412,Sudan,SUDAN,OMAR AL BASHIR,https://reliefweb.int/report/sudan/victims-sudan-crackdown-protests-await-justice,"More Efforts Needed to Ensure Timely, Transparent Accountability
Mohamed Osman
Researcher, Africa
When Sudan’s long-standing president Omar al-Bashir was ousted on April 11, 2019, protesters who had placed their lives on the line hoped this would mark the beginning of a freer and more just Sudan. Two years on, amidst slow progress and complex challenges, protesters, lawyers, and families of victims are understandably concerned over whether justice will ever come for abuses against those protestors.
The former regime responded ruthlessly to protests that began in December 2018 against al-Bashir’s regime, and security forces, notably Sudan’s National Security and Intelligence Service (NISS), used lethal force, including live ammunition, to break up the protests, killing dozens of unarmed protesters.",No,3. A summary of different situations,,,,,,test
A5,ACLED,ETH9756,2023-02-04,Ethiopia,Police Forces of Ethiopia (2018-2023) Oromo Regional Special Forces; Kebele Communal Militia (Ethiopia); Police Forces of Ethiopia (2018-) Oromia State Police,Civilians (Ethiopia); Orthodox Christian Group (Ethiopia),,"On 4 February 2023, Oromia regional special force, Oromia state police, and local militias (kebele militias) attacked and beat civilians, including women, in Orthodox churches in Chiro town/Asebe Teferi (West Hararge, Oromia). The victims were seated inside the churches to prevent entry by a another church group that had been excommunicated from the church. An unidentified number of people were injured.",Yes,,,X,,,,test
A5,GDELT,1146932574,20231218,Ethiopia,AMHARA,,https://www.counterpunch.org/2023/12/18/were-still-breathing-amhara-genocide-in-ethiopia/,"by
Ignored by western governments and largely overlooked by media a genocide is taking place in Ethiopia. The Amhara people, a large ethnic group, are being ethnically cleansed from the region of Oromia, the largest region on the country.
Tens of thousands of Amhara have been killed by Oromo fanatics, over three million have been displaced, homes, land and livestock stolen.
The Oromo Liberation Front (OLF or Shene) are responsible for the violence, with the support of the local authority (the Oromo Regional Authority), the regional militia, and the consent of the federal government.
In addition to mass murder and wholesale displacement, estimates claim that more than 30,000 Amhara have been arrested this year alone. Journalists, human rights workers, parliamentarians, academics, protestors and students, are all among those interned without trial, often in undisclosed locations.",No,3. A summary of different situations,,,,,,test
A5,ACLED,SUD10240,2017-01-25,Sudan,Darfur Communal Militia (Sudan); Pastoralists (Sudan),Civilians (Sudan); Women (Sudan),,"Four herders assaulted and beat three women on their way to Hashaba village, also south of Tabit, setting fire to the straw that they had collected.",Yes,,X,X,,,,test
A5,ACLED,SOM36545,2022-04-12,Somalia,Military Forces of Somalia (2017-2022) Galmudug Security Force,Habar Gedir-Ayr Sub-Clan Militia (Somalia),,"On 12 April 2022, Galmudug security forces conducted an operation against an illegal checkpoint set up by Habar Gedir- Ayr sub clan militia between Goodwill and Guri-Ceel town (Dhuusamarreeb, Galgaduud). The security forces and clan militia exchanged gunfire. There were no fatalities. One militia was injured.",Yes,,X,,,,,test
A5,GDELT,1129769989,20230928,Kenya,GANG,POPULATION,https://updatednews.ca/un-reports-escalating-gang-violence-and-rising-killings-in-haiti/,"The United Nations has sounded a grave alarm regarding the escalating levels of gang violence in Haiti, which is not only intensifying but also spreading beyond the capital city of Port-au-Prince. This concerning development has reached the major cities of Gonaives and Cap-Hatien, leading to a significant surge in killings, kidnappings, and sexual assaults over the past few months. UN Secretary-General Antonio Guterres detailed these troubling findings in a report circulated on Wednesday.
According to the report, there were a staggering 2,728 intentional killings recorded between October 2022 and June 2023, including 247 women, 58 boys, and 20 girls. This surge in homicides is attributed to the emergence of a vigilante movement known as “Bwa Kale” in the capital city in April. This group has been actively targeting the gangs, contributing to the violent upswing.
Kidnappings for ransom have also increased during this period, with 1,472 cases reported. However, Guterres noted that the actual number is likely higher because families often do not report missing loved ones to authorities out of fear for their safety. Furthermore, gang members have continued to employ sexual violence, including collective rape, as a means of terrorizing populations under the control of rival gangs. The report cited 452 reported rape cases between October and June.
This report from the Secretary-General arrives as the UN Security Council is in negotiations over a new resolution. This resolution would authorize a non-UN multinational force led by Kenya to combat the gangs. Diplomats anticipate a vote on this resolution later in the week or the following week.
Haiti has been plagued by political instability since the still-unsolved assassination of President Jovenel Moise in 2021. Gangs have grown in power since his assassination, with Guterres noting that they now control or wield influence over 80% of the Port-au-Prince metropolitan area. Their violent activities have also expanded into the central Artibonite Valley, as well as major cities like Gonaives in the northwest and Cap-Hatien in the north. These indiscriminate attacks have resulted in the displacement of nearly 130,000 people.",No,1. Not in Horn of Africa region,,,,,,train
A5,ACLED,UGA4744,2016-06-26,Uganda,Rioters (Uganda); Students (Uganda),Civilians (Uganda); Christian Group (Uganda),,"Students destroyed property at the Church of Uganda Vocational Institute in Soroti District, after some of their fellows were punished for having allegedly been found sleeping in the girls dormitory. The Institute temporarily suspended 297 students as a result.",No,2. Not violence / conflict related,,,,,,test
A5,GDELT,1104126816,20230523,Sudan,,KHARTOUM,https://www.arabnews.com/node/2308346/middle-east,"KHARTOUM: Sporadic artillery fire still echoed in Sudan’s capital Tuesday but residents said fighting had calmed following a US and Saudi-brokered cease-fire, raising faint hopes in the embattled city.  The truce, to allow desperately needed humanitarian aid for civilians, took effect Monday night only to be quickly marred by more gunshots and blasts.  By around noon on Tuesday, witnesses reported a relative calm had taken hold, both in greater Khartoum and in the Darfur region’s cities of Nyala and El Geneina, which have been among the other main battlegrounds.  “We have not heard shelling in our neighborhood since last night,” said a witness in southern Khartoum, who told AFP the last airstrike was five minutes before the truce formally started at 9:45 p.m. (1945 GMT) on Monday.  US Secretary of State Antony Blinken said in a video message that the truce is “backed by a remote monitoring mechanism” supported by the US.",No,3. A summary of different situations,,,,,,train
A5,GDELT,1074065577,20221122,South Sudan,JUBA,,https://www.eyeradio.org/ministry-of-health-forms-committee-to-probe-jth-sex-scandal/,"The national Ministry of Health has formed a fact-finding committee to investigate the alleged sexual abuse scandal at Juba Teaching Hospital.
The seven-member committee will probe the allegations of rape and sexual exploitation against a former doctor at the public hospital.
In an administrative order issued on 29th November 2022, the undersecretary of the ministry of health formed the committee, which will report their findings within two weeks.
Dr. Victoria Anib Major says the mentioned sexual scandal must be adequately investigated with the aim of establishing facts and putting in place measures for the prevention of such sexual humiliation if proven to have taken place.
The order tasked the committee to investigate the whistleblower mentioned in the sexual scandal at Juba Teaching Hospital, alongside the suspect.",Yes,,,,X,,,dev
A5,ACLED,UGA8628,2023-06-04,Uganda,Police Forces of Uganda (1986-),Civilians (Uganda); Muslim Group (Uganda),,"On 4 June 2023, police forces assaulted a group of about 40 young people in Kawempe (Nansana, Wakiso) at the home of a prominent Muslim leader. The security services have launched an investigation into the Muslim leader, who had previously faced charges of terrorism but was acquitted by the courts. The police have revealed that the leader is suspected of clandestinely providing a gathering place for the recruitment of young Muslims into the Allied Democratic Forces (ADF). Following reports of missing persons, the police conducted a raid on the leader's residence, where they discovered a group of individuals aged between 14 and 28. On 12 June 2023, about 13 officers who participated in the raid were suspended, and scheduled to appear before the disciplinary court.",No,2. Not violence / conflict related,,,,,,train
A5,GDELT,1100666153,20230507,Sudan,KHARTOUM,SAUDI ARABIA,http://jordantimes.com/news/region/air-raids-sudan-capital-ahead-first-direct-talk,"May 07,2023 - Last updated at May 07,2023
Smoke billows above buildings behind a mosque during fighting between the forces of two rival Sudanese generals in Khartoum on Friday (AFP photo)
KHARTOUM (AFP) — Air strikes battered Sudan's capital on Saturday, as fighting entered a fourth week only hours before the warring parties are to meet in Saudi Arabia for their first direct talks.
Hundreds of people have been killed since the outbreak of the conflict on April 15 between Sudan's de facto leader Abdel Fattah Al Burhan, who leads the regular army, and his deputy turned rival Mohamed Hamdan Daglo, who commands the paramilitary Rapid Support Forces.
The fighting has seen warplanes bomb targets in Khartoum and the two rival generals' forces engage in intense street battles in the city of five million inhabitants. Multiple truces have been reached, but none has been respected.",No,3. A summary of different situations,,,,,,train
A5,ACLED,ETH7806,2021-11-27,Ethiopia,TPLF: Tigray People's Liberation Front,Civilians (Ethiopia); Government of Ethiopia (2018-); Orthodox Christian Group (Ethiopia),,"Around 27 November 2021 (as reported), TPLF forces killed an unidentified number of civilians in Mudina when the group controlled the area. They also looted and damaged private properties, government institutions and religious houses. An unidentified number of fatalities mentioned in an active conflict zone coded as 10. Location not found, coded as Kasa Gita (Adar, Awsi-Zone 1, Afar).",Yes,,X,,,,,test
A5,ACLED,SUD18530,2022-11-13,Sudan,Darfur Communal Militia (Sudan),Civilians (Sudan),,"On 13 November 2022, militiamen (coded as Darfur communal militia) intercepted three vehicles, shot and killed one person in Khor Shaigi area in the road between Zalingi and Garsila (Wadi Salih, Central Darfur). The militia looted cars passengers' money and properties.",Yes,,X,,,,,train
A5,GDELT,1077489970,20221216,Kenya,RAIDER,VILLAGE,https://www.standardmedia.co.ke/editorial/article/2001463828/kenya-kwanza-must-deliver-its-security-pledge,"Security personel inspect one of the houses burnt during inter - clan clashes at Eempash village in Transmara West in Narok county on April 10, 2020. [File, Standard]
This week alone, some ten people have been killed in inter-clan clashes in Mandera County along the Kenya-Ethiopia border. Scores have been injured in retaliatory attacks even as tension remains high in the region. Communities from both sides have vowed revenge attacks, prompting authorities to hold reconciliation meetings.
This is unfortunate because it is not the first time such clashes have occurred. In the process, innocent children, women and unarmed people lose their lives in the most heartless ways. The raiders attack villages and kill anyone on sight, believing that they are avenging their loss. Livestock and livelihoods are destroyed and poverty becomes a cycle for residents from both countries.
In this day and age, this is primitive and unacceptable. Kenyan and Ethiopian security officials must urgently act and put a stop to these attacks. They should also seek long-term solutions to these perennial clashes. What is it that makes the border communities always fight? Cattle rustling and fights over pasture should be history now.
And because the region is arid and semi-arid lands, the two governments must address the perennial drought through various methods. One of it would be government uptake of excess livestock, creation of feedlots to feed emaciated cattle for sale, introduce irrigation schemes and climate smart agriculture. Once more economic activities are introduced in the region, the communities will see no need to continue fighting, but trade.",No,3. A summary of different situations,,,,,,test
A5,ACLED,SUD12144,2019-03-08,Sudan,Protesters (Sudan); Prisoners (Sudan); Women (Sudan),,,"Strikes: On 8 March 2019, female detainees in Omdurman prison staged a hunger strike in protest at their continued arrest. They were joined by activists in Khartoum. On March 12th, NISS released a large number of female prisoners, following an order by Bashir on March 8th (note that it is unclear whether all of the estimated 150 female detainees were released). Additionally, the Court of Appeal quashed convictions of a number of demonstrators, including 11 women who were scheduled to be lashed.",No,2. Not violence / conflict related,,,,,,test
A5,GDELT,1097251613,20230421,Ethiopia,ETHIOPIA,,https://www.counterpunch.org/2023/04/21/ethiopia-amhara-people-betrayed-persecuted-and-ignored/,"by
Throughout the world the ideology of division and intolerance has permeated mainstream politics and poisoned societies; tribal nationalism, hate and prejudice are widespread, animosity and suspicion toward ‘the other’ commonplace. In Ethiopia this vile, fear based trinity appears to have become government policy.
The focus of the regime’s enmity is the Amhara people, a large ethnic group making up around 30% of the population. In the last four years Amhara communities living in the Oromo region have been subjected to sustained violence by Oromo nationalists; the Oromo Liberation Front (OLF)/Oromo Liberation Army (OLA), together with Oromo Special Forces ((OSF) and the Queero (Oromo youth group) are behind the violence, with it seems, the approval, perhaps active participation, of the government.
Ethnic cleansing of Oromia is part of an OLF plan to create an independent Oromo nation (Oromia for the Oromo people), and reduce the overall number of Amhara in the country. Tens of thousands of Amhara civilians have been killed, thousands of homes destroyed on the outskirts of the capital Addis Ababa (which sits within Oromia), hundreds of thousands displaced (Ethiopia has around 5.6 million internally displaced people according to the UN). Anyone talking about the violence, journalists, human rights workers, lawyers or students, run the risk of arrest.
And in a dramatic inflammatory move, on 8 April the government moved the Ethiopian National Defence Force (ENDF) into the Amhara region with orders to disarm and dissolve the only body offering protection to the people, the Amhara Special Forces (ASF).",No,3. A summary of different situations,,,,,,test
A5,ACLED,SUD14196,2020-08-02,Sudan,Rioters (Sudan),,,"Around 2 August 2020 (as reported), residents of Umm Dhibban and Al-Asilat in Sharq el Nile locality (Khartoum state) blocked the highway to Wad Medani (presumed to be close to Umm Dhiban) with burning tires, in opposition to the failure of authorities to provide flood relief.",No,2. Not violence / conflict related,,,,,,train
A5,GDELT,992412947,20210529,Uganda,REBEL,MUSLIM,http://english.sina.com/world/af/2021-06-28/detail-ikqciyzk2416404.shtml,"KINSHASA, June 28 (Xinhua) -- Checkpoints, blockades and soldiers patrolling. This is how Beni, a city in the northeastern part of the Democratic Republic of the Congo (DRC), woke up unsettled after two bomb blasts hit the city on Sunday, leaving one death and multiple injuries.
After a night under curfew, schools will be shut down and markets remained closed for at least the next 48 hours, ordered Monday morning the city's mayor and police chief Muteba Kashale, banning gatherings of all form on the whole territory.
""Schools, churches, markets will remain closed for 48 hours. We are on the ground, we have leads, and we are working on them,"" said Kashale. Checkpoints were set up and pedestrians are asked to show their ID card as part of his orders to secure the city.
BACK-TO-BACK BOMB BLASTS
On Sunday morning, a homemade bomb exploded in a local church, injuring at least two people and causing considerable damage.",No,1. Not in Horn of Africa region,,,,,,test
A5,ACLED,SOM20309,2016-07-02,Somalia,Rioters (Somalia),,,"A group of civilians looted Non Food item (NFI) destined for victims of the recent rains in Hargeisa, at Shaab neighbourhood. The NFIs were being distributed jointly by UN Agencies and an NGO. UN Staff members were safely removed from the area but a UN vehicle'S rear window was broken.",No,2. Not violence / conflict related,,,,,,test
A5,GDELT,931365891,20200624,Sudan,CHRISTIAN,,https://www.crosswalk.com/blogs/religion-today-blog/christians-attacked-in-sudan-after-incitement-by-mosque-leaders-in-khartoum.html,"JUBA, South Sudan, June 24, 2020 (Morning Star News) – Following calls from mosque leaders in east Khartoum, Sudan to rid their “Muslim area” of South Sudanese Christians, several Christians were attacked there and in neighboring Omdurman this month, sources said.
At the end of evening prayers at a mosque in the Al-Jerif East area, on the eastern bank of the Blue Nile River in Khartoum’s East Nile Locality, imams on June 6 called for residents to rid Christian South Sudanese from the “Muslim area,” a source who requested anonymity told Morning Star News. Attacks on Christians in the area followed that evening and the next day.
In a separate attack on Saturday (June 20) in Omdurman, across the Nile River west of Khartoum, young Muslim men shouting the jihadist slogan “Allah Akbar [God is greater]” stabbed a Christian to death in a street assault on him and four other South Sudanese in the Shigla area, said another source on condition of anonymity.
Mariel Bang is survived by his wife and four children ranging in age from 1 to 4 years old, the source said. Bang was 35.
Besides the death of Bang, he added, the attack left one of the other South Sudanese Christians in critical condition. The other three Christians assaulted were women who sustained minor injuries, he said.",No,3. A summary of different situations,,,,,,test
A5,GDELT,1110621561,20230622,Sudan,DEPUTY,AFRICAN UNION,https://english.news.cn/africa/20230623/c395866044d7481d869256bc74a4a743/c.html,"KHARTOUM, June 22 (Xinhua) -- Violent clashes between the Sudanese Armed Forces and the paramilitary Rapid Support Forces continued on Thursday in various areas of the capital Khartoum. The clashes mainly took place in eastern Khartoum, north of Bahri (Khartoum North) city, and west of Omdurman city, according to eyewitnesses and resistance committees. ""The clashes renewed today in the vicinity of the Burri neighborhood, with warplanes flying over the area,"" the resistance committees of the Burri neighborhood in Khartoum said in a statement. ""Cannon shells fell on several parts of Burri, and residential buildings were affected. No deaths or injuries are reported so far,"" the statement added. Eyewitnesses said the Sudanese army's warplanes flew over the southern area of Omdurman, with intermittent clashes occurring in old neighborhoods of the city.",Yes,,,,,,X,train
A5,GDELT,1080322367,20230116,Uganda,ISLAMIC,DEMOCRATIC REPUBLIC OF CONGO,https://www.newagebd.net/article/191816/bomb-attack-kills-10-at-dr-congo-church-is-claims-responsibility,"Map of DR Congo.
At least 10 people were killed and 39 wounded on Sunday in a bomb attack on a church in eastern Democratic Republic of Congo claimed by Islamic State jihadists.
Congolese military spokesman Antony Mualushayi said the ‘terrorist act’ happened in a Pentecostal church in North Kivu province’s Kasindi, a town on the border with Uganda.
The explosion killed at least 10 people and wounded 39, he added, revising up an initial death toll of five. Both tolls were provisional, the spokesman said.
But the spokesman for Uganda’s military operation in the DRC, Bilal Katamba, said on Sunday evening that 16 people had been killed in the blast, and 20 wounded.",No,1. Not in Horn of Africa region,,,,,,train
A5,GDELT,930812117,20200622,Somalia,UNITED NATIONS,SOMALIA,http://goobjoog.com/english/somaliland-13-year-old-raped-at-hargeisa-orphanage-center/,"The father of 13 years old girl, Harir Rageh told the media that his eldest daughter was raped at Hargeisa Orphanage Center.
According to rage’s speech, the orphanage’s management had known before, but they refused to meet his daughter and do the required action about the incident.
“I was blind, her mother was mentally ill! We were poor and alone. I could not feed or look after my three children so I took them to Hargeisa orphanage centre. I thought they would be safe and looked after there but my eldest daughter was raped repeatedly by many, left pregnant, forced to attempt to abort the child and to marry one of her rapists.”Said Harir rageh.
“I was never informed and the case was never reported to the authorities for months. The last time I went to visit I did not see my other younger daughter there. She is also now at risk, he added.
Somaliland Criminal Investigation Department (CID) said investigations are on and arrested five young men who allegedly rape against.",Yes,,,,X,,,train
A5,GDELT,997915314,20210803,Ethiopia,AMHARA,RESIDENTS,https://www.nytimes.com/2021/08/03/world/africa/ethiopia-tigray-sudan-atrocities.html,"AL-FASHAGA, Sudan — The bodies floated over the border in ones and twos, bloated and bearing knife or gunshot wounds, carried on waters that flow from the Tigray region of northern Ethiopia.
At least 40 bodies have washed up on a riverbank in eastern Sudan in the past week, in some cases just a few hundred yards from the border with Ethiopia, according to international aid workers and doctors who helped retrieve the corpses.
The grisly finds at the river are apparent evidence of the latest atrocities in a brutal, nine-month civil war between Ethiopian federal forces and their allies, and fighters in the Tigray region of northern Ethiopia — a conflict accompanied by reports of massacres, ethnic cleansing and widespread sexual assault.
Few of the bodies have been identified, but several contained tattoos that suggested they were ethnic Tigrayans, and many bore signs of a violent death or had their hands bound behind their backs, witnesses said.",No,3. A summary of different situations,,,,,,train
A5,GDELT,1015441972,20211121,Uganda,GUNMEN,CHINESE,https://punchng.com/gunmen-abduct-five-chinese-mine-workers-in-dr-congo/,"Gunmen killed a police officer and kidnapped five Chinese nationals working at a gold mine in the Democratic Republic of Congo’s conflict-plagued east on Sunday, military sources said.
Regional army spokesman Major Dieudonne Kasereka said that “at around 2 am, the camp of the Chinese group was attacked by armed bandits” in the village of Mukera in Fizi territory of South Kivu province.
“There were 14 in total, five were taken away by the attackers to an unknown destination,” he said, adding that the other nine were safely evacuated.
Colonel David Epanga, head of the armed forces in Fizi, said one policeman was killed and another was wounded in the attack.
The five abducted Chinese workers were employees of a company that has been operating a gold mine in the area for four to five months, Fizi civil society head Lusambya Wanumbe said.",No,1. Not in Horn of Africa region,,,,,,train
A5,ACLED,SOM33879,2021-05-21,Somalia,Sufi Muslim Militia (Somalia),Majeerteen-Issa Mahmud-Hasan Idris Sub-Clan Militia (Somalia),,"On 21 May 2021, a Sufi Muslim militia (Xerta) clashed with Majeerteen-Issa Mahmud-Hasan Idris sub clan militia in Garowe town (Garoowe, Nugaal). One person was killed, and three others injured, the motive of the clash is due to land dispute.",Yes,,X,,,X,,test
A5,ACLED,SSD6808,2020-05-26,South Sudan,Nuer Ethnic Militia (South Sudan),Civilians (South Sudan); Dinka Ethnic Group (South Sudan); Ruweng Clan Group (South Sudan),,"On 26 May 2020, unknown raiders (likely to be either Bul or Leek Nuer, although the source does not specify the origin of the attackers) attacked an unspecified area of Abiemnom county, killing an unspecified numer (victim presumed to be from the Ruweng Dinka clan), and looting property.",Yes,,X,,,,,test
A5,ACLED,ETH10168,2023-06-22,Ethiopia,OLF: Oromo Liberation Front (Shane Splinter Faction),Civilians (Ethiopia); Amhara Ethnic Group (Ethiopia),,"On 22 June 2023, OLF-Shane killed 11 ethnic Amhara civilians, including two children, in Jurme bora kebele in Bora woreda in East Shewa zone, Oromia (location not found, coded at Alem Tena, Bora, East Shewa, Oromia). The group also abducted an unidentified number of people, looted civilians' property and at least 300 cattle and burned houses. The group has forbade Amharas living in this area from farming their land.",Yes,,X,,,,,train
A5,GDELT,1082117174,20230127,Uganda,RWANDA,CONGOLESE,https://venturesafrica.com/how-much-would-escalating-tensions-between-congo-and-rwanda-impact-economic-growth-and-investments/,"“The Rwandan shots were directed towards a Congolese aircraft flying within Congolese territory. This is a deliberate act of aggression that amounts to an act of war,” -The Democratic Republic of Congo.
On Tuesday, January 24, Rwandan forces fired at an air-bound fighter jet belonging to the Democratic Republic of Congo (DRC or Congo). It said the plane had violated its airspace. Rwanda accused its neighbour of trespassing by flying across Rubavu, the western Rwandan district bordering the Congolese city of Goma- the capital of North Kivu province in the eastern. But Congo refuted the report, accusing Kigali of an act of war.
How it started
In March 2022, serious tensions erupted between Congo and Rwanda over the notorious M23 (March 23 Movement), a rebel group in the DRC that Congo and the United Nations have accused Rwanda of supporting.
On the other hand, the Rwandan government and M23 have accused Congo of collaborating with the Democratic Forces for the Liberation of Rwanda (FDLR). FDLR is a racist Hutu paramilitary group active in the Rwandan Genocide of 1994.",No,1. Not in Horn of Africa region,,,,,,test
A5,ACLED,SSD9337,2023-06-28,South Sudan,Rioters (South Sudan); Twic Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),Civilians (South Sudan); Students (South Sudan); Christian Group (South Sudan); Twic Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),,"On 28 June 2023, local youths threw stones and attacked pupils at a school run by Christian missionaries at an unspecified location in Wunrok payam (Twic county, Warrap state), wounding eleven pupils (four seriously, with one being hit on the head with a rock). The source indicates the attack is linked to a land dispute. Victims and attackers presumed to be Twic Dinka.",Yes,,X,,,X,,test
A5,ACLED,SOM19921,2016-05-17,Somalia,Gaaljecel Clan Militia (Somalia),Jejele Clan Militia (Somalia),,Renewed clan clashes have broken out in Hawlwadaag neighbourhood of Belet Weyne Town between Gaaljecel and Jajele militia. The clash is ongoing. This comes at a time when civilians are already displaced on the other side of the town by the river floods; now others are being displaced due to clan fighting. Casualties are unknown so far. This armed clash is part of an ongoing cycle of clan revenge.,Yes,,X,,,X,,train
A5,GDELT,1025065008,20220126,South Sudan,MILITIA,,https://english.newstracklive.com/news/south-sudan-children-among-the-dozens-killed-in-the-violence-sc57-nu325-ta325-1207556-1.html,"The UN said on Tuesday that 32 people, including women and children, were slain in armed raids in a South Sudanese province beset by inter-ethnic violence. On January 23, armed youths from a different ethnic group opened fire and set fire to two villages in the unstable Jonglei State, forcing civilians to flee.
Three children drowned in a river while attempting to flee, according to the UN Mission in South Sudan (UNMISS).At least 26 people were injured, ranging in age and gender, while some are still missing two days after the bloodshed in Baidit.
""UNMISS strongly condemns any attack on civilians and urges all parties and individuals to take prompt measures to avoid further escalation that puts vulnerable people in danger,"" the statement said. ""The Mission further urges authorities to conduct prompt investigations and hold those responsible accountable.""
When South Sudan attained independence in 2011, the UN peacekeeping operation was deployed for a year, but its mandate was extended many times as the young country struggled with civil conflict and high levels of ethnic violence. In armed attacks by ethnic militias in the eastern state of Jonglei, more than 700 people were slain, raped, and abducted between January and August 2020.
UN investigation revealed that political and military leaders were involved in the violence, in which militias razed communities in coordinated attacks on their opponents, using machetes, machine guns, and even rocket-propelled grenades. Nicholas Haysom, the UN's special envoy for South Sudan, informed the UN Security Council in December that the number of civilians killed in local violence in the nation had approximately half in 2021 compared to the last year.",No,3. A summary of different situations,,,,,,test
A5,ACLED,SOM41486,2023-06-21,Somalia,Majeerteen-Reer Biciidyahan Sub-Clan Militia (Somalia),Civilians (Somalia); Leelkayse Clan Group (Somalia),,"On 21 June 2023, Majeerteen- Reer Biciidyahan sub clan militia shot and killed three civilian suspected from being from the Leelkayse clan group over clan revenge in Salama village near Gaalkacyo town (Gaalkacyo, Mudug). Two others were injured.",Yes,,X,,,,,train
A5,ACLED,SSD7218,2020-12-05,South Sudan,Unidentified Armed Group (South Sudan),Civilians (South Sudan); Bor Clan Group (South Sudan); Dinka Ethnic Group (South Sudan); Refugees/IDPs (South Sudan),,"On 5 December 2020, six gunmen attacked two Bor Dinka children who had been displaced by floods at Mangalla town in Juba county (Central Equatoria state), abducting one and killing the other. A community leader attributed the attack to the Murle, whilst a Murle youth representative disputed the allegation.",Yes,,X,,,X,,test
A5,GDELT,1084078964,20230209,Eritrea;Ethiopia,BISHOP,ROMAN CATHOLIC,https://www.hrw.org/news/2023/02/09/eritrea-crackdown-draft-evaders-families,"Click to expand Image Young Eritreans return from a military training academy on August 18, 2019 in Elabered, Eritrea. © 2019 Eric Lafforgue/Art in All of Us/Corbis via Getty Images
(Nairobi) – The Eritrean government has in recent months punished relatives of thousands of alleged draft evaders as part of an intensive forced conscription campaign, Human Rights Watch said today.
Eritrean security forces have been heavily involved in operations in support of the Ethiopian government since the outbreak of conflict in Ethiopia’s Tigray region in November 2020, and have carried out some of the conflict’s worst abuses. Eritrean authorities have conducted waves of roundups in Eritrea to identify people it considers draft evaders or deserters. Since September 2022, when Ethiopian and Eritrean forces carried out joint offensives in the Tigray region, the Eritrean government has inflicted further repression, punishing family members of those seeking to avoid conscription or recall, to enforce widespread forced mobilization, including of older men. Such punishment has included arbitrary detentions and home expulsions.
“Struggling to fill its dwindling fighting ranks, Eritrea’s government has detained and expelled older people and women with young children from their homes in order to find people it considers draft evaders or deserters,” said Laetitia Bader, deputy Africa director at Human Rights Watch. “Eritrea should immediately end its collective punishment of relatives of those who refuse to comply and instead focus on reforming its ruthless indefinite military service system.”
Eritrea has a policy of indefinite national service, including compulsory military conscription, which has been central to the government’s broader repression of its population since the 1998-2001 border war with Ethiopia, and its aftermath.",No,3. A summary of different situations,,,,,,test
A5,ACLED,ETH8217,2021-08-11,Ethiopia,TPLF: Tigray People's Liberation Front,Civilians (Ethiopia); Amhara Ethnic Group (Ethiopia); Women (Ethiopia),,"On 11 August 2021, members of TPLF forces raped a 60-year-old woman (Amhara) in Kebele 04 in Weldiya town (North Wello, Amhara).",Yes,,,,X,,,test
A5,ACLED,UGA5606,2019-07-15,Uganda,Rioters (Uganda),Civilians (Uganda); Christian Group (Uganda); Police Forces of Uganda (1986-),,"On July 15th , residents of Namabasa parish (Mbale district) stormed the headquarters of a controversial Baptist church, throwing stones at worshippers. Police fired tear gas and live rounds to disperse the crowd, wounding two. The event follows an earlier attack by suspected followers of the pastor of the Baptist church, who is accused of land grabbing and using violence against the population.",Yes,,,X,,,,dev
A5,ACLED,UGA7191,2021-05-07,Uganda,Unidentified Armed Group (Uganda),Civilians (Uganda),,"On 7 May 2021, an unidentified armed group attacked and wounded an important environmental activist, threatening him with death if he did not cease his environmental activities, in Kabale (Western). No fatalities were reported.",No,2. Not violence / conflict related,,,,,,train
A5,ACLED,SUD23830,2023-11-13,Sudan,Unidentified Armed Group (Sudan),Civilians (Sudan); Muslim Group (Sudan),,"On 13 November 2023, an armed group (unclear if SAF or RSF, coded as unidentified armed group) shelled artillery targeting civilians in Sheikh Al Amin mosque in Wd Al Bana in Abu Rof (Omdurman, Khartoum). There were no casualties.",Yes,,,X,,,,dev
A5,ACLED,SOM23980,2017-10-04,Somalia,Hawadle Clan Militia (Somalia),Murusade Clan Militia (Somalia),,Clan violence reported near Maxaas. Causality figures not known.,Yes,,X,,,,,test
A5,ACLED,ETH11177,2023-10-21,Ethiopia,Unidentified Armed Group (Ethiopia),Civilians (Ethiopia); Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),,"On 21 October 2023, an unidentified armed group attacked civilians at Gado, Shirka Woreda (location was not found and coded to Gobesa, the woreda admin centre, Arsi, Oromia). The armed men targeted ethnic Amhara, Orthodox Christians. 1 civilian was killed.",Yes,,,X,,,,train
